company,industry_code,country,region,industry
PreMD Inc,10,Canada,North America,Healthcare
Avaya Inc,6,United States,North America,Business Equipment & Software
Moody's Corp.,12,United States,North America,Other
Dynetek Industries Ltd,2,Canada,North America,Consumer Durables
TTM Technologies Inc,6,United States,North America,Business Equipment & Software
Curon Medical Inc,10,United States,North America,Healthcare
Coretec Inc,6,Canada,North America,Business Equipment & Software
CoSine Communications Inc,5,United States,North America,Chemicals
CWC Energy Services Corp,4,Canada,North America,Energy
Delcath Systems Inc,10,United States,North America,Healthcare
EDEN Bioscience Corp,5,United States,North America,Chemicals
Hydril Co,3,United States,North America,Manufacturing
Oplink Communications Inc,6,United States,North America,Business Equipment & Software
Vermillion Inc,10,United States,North America,Healthcare
Durect Corp,10,United States,North America,Healthcare
At Road Inc,6,United States,North America,Business Equipment & Software
Informax Inc,6,United States,North America,Business Equipment & Software
Distributed Energy Systems Corp.,12,United States,North America,Other
Integer Holdings Corp,10,United States,North America,Healthcare
ARIUS Research Inc,10,Canada,North America,Healthcare
Current Water Technologies Inc,8,Canada,North America,Utilities
Toxin Alert Inc,10,Canada,North America,Healthcare
Introgen Therapeutics Inc,10,United States,North America,Healthcare
Kosan Biosciences Inc,10,United States,North America,Healthcare
Chembio Diagnostics Inc.,10,United States,North America,Healthcare
W-H Energy Services Inc,4,United States,North America,Energy
Thallion Pharmaceuticals Inc,10,Canada,North America,Healthcare
Aralez Pharmaceuticals Inc,10,Canada,North America,Healthcare
Synplicity Inc,6,United States,North America,Business Equipment & Software
Endwave Corp,6,United States,North America,Business Equipment & Software
China Petroleum & Chemical Corp Sinopec,9,China,Asia Pacific,Wholesale & Retail
Ixia,6,United States,North America,Business Equipment & Software
Monsanto Co,1,United States,North America,Consumer Non-Durables
LXN Corp,10,United States,North America,Healthcare
Cidra Corp,6,United States,North America,Business Equipment & Software
TheraSense Inc,10,United States,North America,Healthcare
Evergreen Solar Inc,6,United States,North America,Business Equipment & Software
Adexa Inc,6,United States,North America,Business Equipment & Software
"Crucell NV, Leiden",10,Netherlands,Europe,Healthcare
Hydrogenics Corp,3,Canada,North America,Manufacturing
CryoCath Technologies Inc,10,Canada,North America,Healthcare
RRI Energy Inc,8,United States,North America,Utilities
Zhone Technologies Inc.,6,United States,North America,Business Equipment & Software
Lightbridge Corp,12,United States,North America,Other
Optical Communication Products Inc,6,United States,North America,Business Equipment & Software
Transmeta Corp,6,United States,North America,Business Equipment & Software
"Inficon Holding AG, Bad Ragaz",6,Switzerland,Europe,Business Equipment & Software
Aerogen Inc,10,United States,North America,Healthcare
Electrovaya Inc,6,Canada,North America,Business Equipment & Software
Inseego Corp,6,United States,North America,Business Equipment & Software
Array BioPharma Inc,10,United States,North America,Healthcare
Beacon Power Corp,3,United States,North America,Manufacturing
Alliance Fiber Optic Products Inc,6,United States,North America,Business Equipment & Software
"Telekom Austria AG, Wien",7,Austria,Europe,Telecommunication
Catalytica Energy Systems Inc,3,United States,North America,Manufacturing
VNUS Medical Technologies Inc,10,United States,North America,Healthcare
EXACT Sciences Corp,12,United States,North America,Other
MoSys Inc,6,United States,North America,Business Equipment & Software
RailPower Technologies Corp,3,Canada,North America,Manufacturing
Biomedicines Inc,10,United States,North America,Healthcare
Specialty Laboratories Inc.,10,United States,North America,Healthcare
ConjuChem Biotechnologies Inc,10,United States,North America,Healthcare
Glycodesign Inc,10,Canada,North America,Healthcare
Verisity Ltd,6,United States,North America,Business Equipment & Software
Align Technology Inc,10,United States,North America,Healthcare
Chorum Technologies Inc,6,United States,North America,Business Equipment & Software
Cellomics Inc,12,United States,North America,Other
Cascade Microtech Inc,6,United States,North America,Business Equipment & Software
Ribapharm Inc.,10,United States,North America,Healthcare
Catuity Inc,6,United States,North America,Business Equipment & Software
Garmin Ltd,6,Switzerland,Europe,Business Equipment & Software
Seattle Genetics Inc,10,United States,North America,Healthcare
"Gemplus International S.A., Luxembourg",6,Luxembourg,Europe,Business Equipment & Software
Harvard Bioscience Inc,6,United States,North America,Business Equipment & Software
Dynavax Technologies Corp,10,United States,North America,Healthcare
Energy Transfer Partners LP,8,United States,North America,Utilities
Equistar Chemicals LP,5,United States,North America,Chemicals
GeneNews Ltd,10,Canada,North America,Healthcare
Control Delivery System Inc,10,United States,North America,Healthcare
Unitrend Inc,12,United States,North America,Other
Agere Systems Inc.,6,United States,North America,Business Equipment & Software
Acadia Pharmaceuticals Inc,10,United States,North America,Healthcare
Raser Technologies Inc,12,United States,North America,Other
Hammond Power Solutions Inc,3,Canada,North America,Manufacturing
VerifyMe Inc,5,United States,North America,Chemicals
Global Payments Inc.,6,United States,North America,Business Equipment & Software
Opsware Inc,6,United States,North America,Business Equipment & Software
WebTech Wireless Inc,6,Canada,North America,Business Equipment & Software
ATP Oil & Gas Corp,4,United States,North America,Energy
BearingPoint Inc.,12,United States,North America,Other
Quantum Group Inc,12,United States,North America,Other
Xenogen Corp,6,United States,North America,Business Equipment & Software
Third Wave Technologies Inc,10,United States,North America,Healthcare
Magellan Midstream Partners LP,12,United States,North America,Other
Oil States International Inc.,3,United States,North America,Manufacturing
Torch Offshore Inc,4,United States,North America,Energy
Riverstone Networks Inc,6,United States,North America,Business Equipment & Software
Millenium Biologix Inc,10,Canada,North America,Healthcare
Peabody Energy Corp,4,United States,North America,Energy
Candescent Technologies Corp,6,United States,North America,Business Equipment & Software
Transition Therapeutics Inc,10,Canada,North America,Healthcare
Arbitron Inc,12,United States,North America,Other
Surebeam Corp,3,United States,North America,Manufacturing
FMC Technologies Inc,3,United States,North America,Manufacturing
Senomyx Inc,1,United States,North America,Consumer Non-Durables
BioNumerik Pharmaceuticals Inc,12,United States,North America,Other
Synaptics Inc,6,United States,North America,Business Equipment & Software
Mobicom Corp,7,United States,North America,Telecommunication
Mondelez International Inc,1,United States,North America,Consumer Non-Durables
Tellium Inc,6,United States,North America,Business Equipment & Software
Omnicell Inc,6,United States,North America,Business Equipment & Software
Cash Systems Inc,11,United States,North America,Finance
Accenture PLC,12,Ireland,Europe,Other
Azure Dynamics Corp,2,United States,North America,Consumer Durables
Wright Medical Group NV,10,Netherlands,Europe,Healthcare
Simplex Solutions Inc,6,United States,North America,Business Equipment & Software
Retractable Technologies Inc,10,United States,North America,Healthcare
Napster Inc,6,United States,North America,Business Equipment & Software
Immunotec Inc,10,Canada,North America,Healthcare
Magma Design Automation Inc,6,United States,North America,Business Equipment & Software
Borealis Exploration Ltd,6,Gibraltar,Europe,Business Equipment & Software
Neovasc Inc,10,Canada,North America,Healthcare
Reflect Scientific Inc,10,United States,North America,Healthcare
XZERES Corp,3,United States,North America,Manufacturing
HPL Technologies Inc,6,United States,North America,Business Equipment & Software
Alterra Capital Holdings Ltd,11,Bermuda,North America,Finance
Fennec Pharmaceuticals Inc,10,United States,North America,Healthcare
Axon Enterprise Inc,3,United States,North America,Manufacturing
Global Energy Group Inc,12,United States,North America,Other
Alliance Data Systems Corp,6,United States,North America,Business Equipment & Software
H2O Innovation Inc,3,Canada,North America,Manufacturing
Ourpets Co,3,United States,North America,Manufacturing
Mirenco Inc,2,United States,North America,Consumer Durables
Rockwell Collins Inc.,3,United States,North America,Manufacturing
Enxnet Inc,4,United States,North America,Energy
ChipMOS TECHNOLOGIES (Bermuda) Ltd,6,Taiwan,Asia Pacific,Business Equipment & Software
Lawson Software Inc,6,United States,North America,Business Equipment & Software
Entertainment Gaming Asia Inc,2,"Hong Kong, SAR China",Asia Pacific,Consumer Durables
Neptune Technologies & Bioresources Inc,10,Canada,North America,Healthcare
Bunge Ltd,1,United States,North America,Consumer Non-Durables
Natus Medical Inc,10,United States,North America,Healthcare
PDF Solutions Inc,3,United States,North America,Manufacturing
UBS Group AG,11,Switzerland,Europe,Finance
Zimmer Biomet Holdings Inc,10,United States,North America,Healthcare
Granite City Food & Brewery Ltd,9,United States,North America,Wholesale & Retail
Intier Automotive Inc,3,Canada,North America,Manufacturing
Agraquest Inc,5,United States,North America,Chemicals
Northwest Biotherapeutics Inc,10,United States,North America,Healthcare
Vialta Inc,2,United States,North America,Consumer Durables
Diomed Holdings Inc.,10,United States,North America,Healthcare
Advisory Board Company (The),12,United States,North America,Other
Given Imaging Ltd,10,Israel,Other,Healthcare
Anthem Inc,11,United States,North America,Finance
Digirad Corp,10,United States,North America,Healthcare
TSO3 Inc,10,Canada,North America,Healthcare
Acusphere Inc,10,United States,North America,Healthcare
Nassda Corp,6,United States,North America,Business Equipment & Software
ZymoGenetics Inc,10,United States,North America,Healthcare
Weight Watchers International Inc.,9,United States,North America,Wholesale & Retail
PPL Electric Utilities Corp,8,United States,North America,Utilities
SeraCare Life Sciences Inc,10,United States,North America,Healthcare
Premcor Inc,4,United States,North America,Energy
Concentrax Inc,6,United States,North America,Business Equipment & Software
Resverlogix Corp,10,Canada,North America,Healthcare
Principal Financial Group Inc.,11,United States,North America,Finance
United Defense Industries Inc.,3,United States,North America,Manufacturing
LogicVision Inc,6,United States,North America,Business Equipment & Software
Athena Diagnostics Inc.,10,United States,North America,Healthcare
VIASYS Healthcare Inc.,10,United States,North America,Healthcare
DJO Inc,10,United States,North America,Healthcare
Callisto Pharmaceuticals Inc,10,United States,North America,Healthcare
Alliance Laundry Systems LLC,3,United States,North America,Manufacturing
Airxcel Inc.,3,United States,North America,Manufacturing
Accuride Corp,2,United States,North America,Consumer Durables
Acuity Brands Inc.,2,United States,North America,Consumer Durables
BGF Industries Inc.,1,United States,North America,Consumer Non-Durables
Berry Plastics Corp,3,United States,North America,Manufacturing
CarePayment Technologies Inc,11,United States,North America,Finance
Liquidmetal Technologies Inc,3,United States,North America,Manufacturing
Alere Inc,10,United States,North America,Healthcare
ManTech International Corp,6,United States,North America,Business Equipment & Software
Glasstech Inc,3,United States,North America,Manufacturing
Aluminum Corp of China Ltd,3,China,Asia Pacific,Manufacturing
Protarga Inc,10,United States,North America,Healthcare
DH Corp,6,Canada,North America,Business Equipment & Software
Corcept Therapeutics Inc,10,United States,North America,Healthcare
R2 Technology Inc,10,United States,North America,Healthcare
Cutera Inc,10,United States,North America,Healthcare
Hipcricket Inc,6,United States,North America,Business Equipment & Software
Intervideo Inc,6,United States,North America,Business Equipment & Software
MedSource Technologies Inc,10,United States,North America,Healthcare
Extreme CCTV Inc,6,Canada,North America,Business Equipment & Software
VOIS Inc  -Old,6,United States,North America,Business Equipment & Software
ATC Ventures Group Inc,3,United States,North America,Manufacturing
ViaCell Inc,10,United States,North America,Healthcare
DOV Pharmaceutical Inc,10,United States,North America,Healthcare
Sunoco Logistics Partners LP,12,United States,North America,Other
Nova Biogenetics Inc,10,United States,North America,Healthcare
Verint Systems Inc,6,United States,North America,Business Equipment & Software
Viscount Systems Inc,6,Canada,North America,Business Equipment & Software
Plumtree Software Inc,6,United States,North America,Business Equipment & Software
GlobalSCAPE Inc,6,United States,North America,Business Equipment & Software
Uni-Pixel Inc,6,United States,North America,Business Equipment & Software
iPCS Inc.,7,United States,North America,Telecommunication
Alcon Inc.,10,United States,North America,Healthcare
Altiris Inc,6,United States,North America,Business Equipment & Software
Triton Emission Solutions Inc,3,Canada,North America,Manufacturing
FLYHT Aerospace Solutions Ltd,6,Canada,North America,Business Equipment & Software
Appleton Papers Inc.,3,United States,North America,Manufacturing
Netflix Inc,12,United States,North America,Other
Kyphon Inc,10,United States,North America,Healthcare
SRA International Inc.,6,United States,North America,Business Equipment & Software
Computer Programs and Systems Inc,6,United States,North America,Business Equipment & Software
Overstock.com Inc,9,United States,North America,Wholesale & Retail
LipoScience Inc,10,United States,North America,Healthcare
AECOM,12,United States,North America,Other
HealtheTech Inc,10,United States,North America,Healthcare
Idenix Pharmaceuticals Inc,10,United States,North America,Healthcare
Riot Blockchain Inc,6,United States,North America,Business Equipment & Software
BioDelivery Sciences International Inc,10,United States,North America,Healthcare
GEO Specialty Chemicals Inc.,5,United States,North America,Chemicals
Graham Packaging Co Inc,3,United States,North America,Manufacturing
Great Lakes Dredge & Dock Corp,12,United States,North America,Other
GSI Group Inc. (The),3,United States,North America,Manufacturing
Holley Performance Products Inc,2,United States,North America,Consumer Durables
Huntsman International LLC,5,United States,North America,Chemicals
ISG Resources Inc,3,United States,North America,Manufacturing
Neenah Foundry Co,3,United States,North America,Manufacturing
Jackson Products Inc,3,United States,North America,Manufacturing
Kinetek Inc,3,United States,North America,Manufacturing
Numatics Inc,3,United States,North America,Manufacturing
Land O'Lakes Inc.,1,United States,North America,Consumer Non-Durables
Luiginos Inc,1,United States,North America,Consumer Non-Durables
Portola Packaging Inc,3,United States,North America,Manufacturing
Printpack Inc.,3,United States,North America,Manufacturing
Susquehanna Media Co,7,United States,North America,Telecommunication
Town Sports International Inc.,12,United States,North America,Other
TransDigm Group Inc,3,United States,North America,Manufacturing
Victhom Human Bionics Inc,12,Canada,North America,Other
FormFactor Inc,6,United States,North America,Business Equipment & Software
LeapFrog Enterprises Inc.,1,United States,North America,Consumer Non-Durables
Mega Brands Inc,1,Canada,North America,Consumer Non-Durables
CDSS Wind Down Inc-Old,12,United States,North America,Other
Thane International Inc,9,United States,North America,Wholesale & Retail
Advanced Medical Optics Inc.,10,United States,North America,Healthcare
EnPro Industries Inc.,3,United States,North America,Manufacturing
YM BioSciences Inc,10,Canada,North America,Healthcare
CME Group Inc,11,United States,North America,Finance
Neah Power Systems Inc,6,United States,North America,Business Equipment & Software
Wynn Resorts Ltd,12,United States,North America,Other
Nasdaq Inc,11,United States,North America,Finance
SITO Mobile Ltd,6,United States,North America,Business Equipment & Software
Quantum Fuel Systems Technologies Worldwide Inc,2,United States,North America,Consumer Durables
Travelzoo,6,United States,North America,Business Equipment & Software
Quick-Med Technologies Inc,10,United States,North America,Healthcare
Dick's Sporting Goods Inc.,9,United States,North America,Wholesale & Retail
ICTV Brands Inc,9,United States,North America,Wholesale & Retail
NPTest Holding Corp,6,United States,North America,Business Equipment & Software
Martin Midstream Partners LP,9,United States,North America,Wholesale & Retail
Galectin Therapeutics Inc,10,United States,North America,Healthcare
Meridian Automotive Systems Inc,2,United States,North America,Consumer Durables
Harrington West Financial Group Inc,11,United States,North America,Finance
PRA Group Inc,11,United States,North America,Finance
Catasys Inc,10,United States,North America,Healthcare
Seagate Technology Plc,6,Ireland,Europe,Business Equipment & Software
Dade Behring Holdings Inc,10,United States,North America,Healthcare
Inphonic Inc,12,United States,North America,Other
Nephros Inc.,10,United States,North America,Healthcare
Halozyme Therapeutics Inc,10,United States,North America,Healthcare
CombiMatrix Corp,10,United States,North America,Healthcare
EnerCare Inc,12,Canada,North America,Other
"Tenaris SA, Luxembourg",3,Luxembourg,Europe,Manufacturing
Converse Inc,3,United States,North America,Manufacturing
Pluristem Therapeutics Inc,10,Israel,Other,Healthcare
Armkel LLC,5,United States,North America,Chemicals
Redline Performance Products Inc.,3,United States,North America,Manufacturing
Perpetual Energy Inc,4,Canada,North America,Energy
Yangaroo Inc,7,Canada,North America,Telecommunication
Resolution Performance Products LLC,5,United States,North America,Chemicals
Algos Pharmaceutical Corp,10,United States,North America,Healthcare
iPass Inc,6,United States,North America,Business Equipment & Software
DTS Inc,11,United States,North America,Finance
NETGEAR Inc,6,United States,North America,Business Equipment & Software
Crystal Decisions Inc,6,United States,North America,Business Equipment & Software
Sophiris Bio Inc,10,United States,North America,Healthcare
Minrad International Inc,10,United States,North America,Healthcare
Mindspeed Technologies Inc.,6,United States,North America,Business Equipment & Software
Oragenics Inc,10,United States,North America,Healthcare
Talon Therapeutics Inc,10,United States,North America,Healthcare
Providence Service Corp (The),12,United States,North America,Other
CRH Medical Corp,10,Canada,North America,Healthcare
Air Transport Services Group Inc,12,United States,North America,Other
TrovaGene Inc,10,United States,North America,Healthcare
International Steel Group Inc.,3,United States,North America,Manufacturing
Seair Inc,3,Canada,North America,Manufacturing
MiddleBrook Pharmaceuticals Inc,10,United States,North America,Healthcare
Genitope Corp,10,United States,North America,Healthcare
Cinedigm Corp,12,United States,North America,Other
Brillian Corp,6,United States,North America,Business Equipment & Software
NitroMed Inc,10,United States,North America,Healthcare
Pharmion Corp,10,United States,North America,Healthcare
SigmaTel Inc,6,United States,North America,Business Equipment & Software
Xperi Corporation,6,United States,North America,Business Equipment & Software
SYNNEX Corp,9,United States,North America,Wholesale & Retail
Tercica Inc,10,United States,North America,Healthcare
Advanced Emissions Solutions Inc,3,United States,North America,Manufacturing
PalmSource Inc,6,United States,North America,Business Equipment & Software
Callidus Software Inc,6,United States,North America,Business Equipment & Software
Kintera Inc,6,United States,North America,Business Equipment & Software
Acorda Therapeutics Inc,10,United States,North America,Healthcare
AlphaSmart Inc,6,United States,North America,Business Equipment & Software
GTx Inc.,10,United States,North America,Healthcare
Renovis Inc,10,United States,North America,Healthcare
Tempur Sealy International Inc,2,United States,North America,Consumer Durables
Interline Brands Inc.,9,United States,North America,Wholesale & Retail
Carmanah Technologies Corp,2,Canada,North America,Consumer Durables
Assurant Inc.,11,United States,North America,Finance
Compass Minerals International Inc.,12,United States,North America,Other
Portec Rail Products Inc,3,United States,North America,Manufacturing
Electro Energy Inc,6,United States,North America,Business Equipment & Software
DayStar Technologies Inc.,12,United States,North America,Other
DDS Wireless International Inc,7,Canada,North America,Telecommunication
Kronos Worldwide Inc,5,United States,North America,Chemicals
Anadys Pharmaceuticals Inc.,10,United States,North America,Healthcare
TRW Automotive Holdings Corp,2,United States,North America,Consumer Durables
Entorian Technologies Inc,6,United States,North America,Business Equipment & Software
Atheros Communications Inc,6,United States,North America,Business Equipment & Software
Marchex Inc,12,United States,North America,Other
Motive Inc,6,United States,North America,Business Equipment & Software
salesforce.com Inc,6,United States,North America,Business Equipment & Software
Intersections Inc,12,United States,North America,Other
MEI Pharma Inc,10,United States,North America,Healthcare
Memory Pharmaceuticals Corp,10,United States,North America,Healthcare
Dyadic International Inc,10,United States,North America,Healthcare
Bioveris Corp,6,United States,North America,Business Equipment & Software
Genworth Financial Inc,11,United States,North America,Finance
Sigma Industries Inc,2,Canada,North America,Consumer Durables
Cytokinetics Inc,10,United States,North America,Healthcare
SP Plus Corp,12,United States,North America,Other
SiRF Technology Holdings Inc,6,United States,North America,Business Equipment & Software
Semiconductor Manufacturing International Corp,6,China,Asia Pacific,Business Equipment & Software
MarketAxess Holdings Inc,11,United States,North America,Finance
Metabasis Therapeutics Inc,10,United States,North America,Healthcare
Maclos Capital Inc,12,Canada,North America,Other
Procera Networks Inc,6,United States,North America,Business Equipment & Software
Color Kinetics Inc,6,United States,North America,Business Equipment & Software
Threshold Pharmaceuticals Inc,10,United States,North America,Healthcare
Greenfield Online Inc,12,United States,North America,Other
Domino's Pizza Inc,9,United States,North America,Wholesale & Retail
GSI Technology Inc,6,United States,North America,Business Equipment & Software
Multi-Fineline Electronix Inc,6,United States,North America,Business Equipment & Software
Mastercard Inc,11,United States,North America,Finance
NetLogic Microsystems Inc,6,United States,North America,Business Equipment & Software
Prospect Capital Corp,11,United States,North America,Finance
Pharmacopeia Inc,10,United States,North America,Healthcare
Leadis Technology Inc,6,United States,North America,Business Equipment & Software
Hospira Inc,10,United States,North America,Healthcare
NAVTEQ Corp,6,United States,North America,Business Equipment & Software
Xerium Technologies Inc,3,United States,North America,Manufacturing
Salmedix Inc,10,United States,North America,Healthcare
Alphabet Inc,6,United States,North America,Business Equipment & Software
MannKind Corp,10,United States,North America,Healthcare
Ness Technologies Inc,6,United States,North America,Business Equipment & Software
CareView Communications Inc,6,United States,North America,Business Equipment & Software
Morningstar Inc,6,United States,North America,Business Equipment & Software
New River Pharmaceuticals Inc,10,United States,North America,Healthcare
Stereotaxis Inc,10,United States,North America,Healthcare
RightNow Technologies Inc,6,United States,North America,Business Equipment & Software
Answers Corp,6,United States,North America,Business Equipment & Software
CallWave Inc,7,United States,North America,Telecommunication
AG Growth International Inc,3,Canada,North America,Manufacturing
NeuroMetrix Inc,10,United States,North America,Healthcare
MPC Corp,6,United States,North America,Business Equipment & Software
ZipRealty Inc,11,United States,North America,Finance
Lumera Corp,5,United States,North America,Chemicals
Hercules Capital Inc,11,United States,North America,Finance
Commercial Vehicle Group Inc,2,United States,North America,Consumer Durables
Ohr Pharmaceutical Inc,10,United States,North America,Healthcare
Vicwest Inc,3,Canada,North America,Manufacturing
Displaytech Inc,6,United States,North America,Business Equipment & Software
Synthesis Energy Systems Inc,11,United States,North America,Finance
IntraLase Corp,10,United States,North America,Healthcare
Symmetry Medical Inc,10,United States,North America,Healthcare
Xyratex Ltd,6,United Kingdom,Europe,Business Equipment & Software
PowerDsine Ltd,6,Israel,Other,Business Equipment & Software
Viaspace Inc,1,United States,North America,Consumer Non-Durables
Innoviva Inc,10,United States,North America,Healthcare
Hyster-Yale Materials Handling Inc,3,United States,North America,Manufacturing
Westlake Chemical Corp,5,United States,North America,Chemicals
Norcross Safety Products LLC,10,United States,North America,Healthcare
GFI Group Inc,11,United States,North America,Finance
LG Display Co Ltd,6,South Korea,Asia Pacific,Business Equipment & Software
Ikanos Communications Inc,6,United States,North America,Business Equipment & Software
Local Corp,6,United States,North America,Business Equipment & Software
Cyclacel Pharmaceuticals Inc,10,United States,North America,Healthcare
International Securities Exchange Holdings Inc,11,United States,North America,Finance
Cellco Partnership,7,United States,North America,Telecommunication
Arbinet Corp,12,United States,North America,Other
ante4 Inc,12,United States,North America,Other
Monolithic Power Systems Inc,6,United States,North America,Business Equipment & Software
EnerSys,6,United States,North America,Business Equipment & Software
Syneron Medical Ltd,10,Israel,Other,Healthcare
DreamWorks Animation SKG Inc,12,United States,North America,Other
Ormat Technologies Inc,8,United States,North America,Utilities
CABG Medical Inc,10,United States,North America,Healthcare
Eagle Test Systems Inc,6,United States,North America,Business Equipment & Software
Cambridge Display Technology Inc,6,United Kingdom,Europe,Business Equipment & Software
Digital Realty Trust Inc,11,United States,North America,Finance
PortalPlayer Inc,6,United States,North America,Business Equipment & Software
BioMed Realty Trust Inc,11,United States,North America,Finance
Adeza Biomedical Corp,10,United States,North America,Healthcare
Heartland Payment Systems Inc,11,United States,North America,Finance
Build-A-Bear Workshop Inc,9,United States,North America,Wholesale & Retail
TearLab Corp,10,United States,North America,Healthcare
FoxHollow Technologies Inc,10,United States,North America,Healthcare
Raptor Pharmaceutical Corp,10,United States,North America,Healthcare
ArcSoft Inc,6,United States,North America,Business Equipment & Software
Nalco Holding Co,5,United States,North America,Chemicals
Nature Vision Inc,3,United States,North America,Manufacturing
Covalon Technologies Ltd,10,Canada,North America,Healthcare
Manitex International Inc,3,United States,North America,Manufacturing
Las Vegas Sands Corp,12,United States,North America,Other
China Finance Online Co Ltd,11,China,Asia Pacific,Finance
Conor Medsystems Inc,10,United States,North America,Healthcare
CardioVascular BioTherapeutics Inc,10,United States,North America,Healthcare
ARGON ST Inc,6,United States,North America,Business Equipment & Software
Nova Biosource Fuels Inc,12,United States,North America,Other
Mosaic Company (The),5,United States,North America,Chemicals
Digital Ally Inc,2,United States,North America,Consumer Durables
Celanese Corp,5,United States,North America,Chemicals
Neenah Paper Inc,3,United States,North America,Manufacturing
Prestige Consumer Healthcare Inc,9,United States,North America,Wholesale & Retail
Dolby Laboratories Inc,11,United States,North America,Finance
Emageon Inc,6,United States,North America,Business Equipment & Software
Stentor Inc,6,United States,North America,Business Equipment & Software
WEX Inc,6,United States,North America,Business Equipment & Software
Huntsman Corp,5,United States,North America,Chemicals
Anesiva Inc,10,United States,North America,Healthcare
LHC Group Inc,10,United States,North America,Healthcare
Aemetis Inc,5,United States,North America,Chemicals
Sembiosys Genetics Inc,12,Canada,North America,Other
Zalicus Inc,10,United States,North America,Healthcare
Macro Enterprises,4,Canada,North America,Energy
XEBEC Adsorption Inc,3,Canada,North America,Manufacturing
Sunesis Pharmaceuticals Inc,10,United States,North America,Healthcare
Novelis Inc,3,United States,North America,Manufacturing
Trillium Therapeutics Inc,10,Canada,North America,Healthcare
FreightCar America Inc,3,United States,North America,Manufacturing
Synta Pharmaceuticals Corp,10,United States,North America,Healthcare
Alion Science and Technology Corp,12,United States,North America,Other
XenoPort Inc,10,United States,North America,Healthcare
GRAVITY Co Ltd,6,South Korea,Asia Pacific,Business Equipment & Software
Icpw Liquidation Corporation,1,United States,North America,Consumer Non-Durables
BRP Inc,3,Canada,North America,Manufacturing
DexCom Inc,10,United States,North America,Healthcare
Medicinova Inc,10,United States,North America,Healthcare
Crestwood Equity Partners LP,4,United States,North America,Energy
IHS Markit Ltd,6,United Kingdom,Europe,Business Equipment & Software
Silicon Graphics International Corp,6,United States,North America,Business Equipment & Software
Accellent Inc,10,United States,North America,Healthcare
SQI Diagnostics Inc,6,Canada,North America,Business Equipment & Software
Accentia Biopharmaceuticals Inc,10,United States,North America,Healthcare
MobileSmith Inc,6,United States,North America,Business Equipment & Software
Shamir Optical Industry Ltd,10,Israel,Other,Healthcare
Builders FirstSource Inc,12,United States,North America,Other
Solexa Inc,10,United States,North America,Healthcare
Findev Inc,11,Canada,North America,Finance
Warner Music Group Corp,2,United States,North America,Consumer Durables
NuVim Inc,1,United States,North America,Consumer Non-Durables
Intercontinental Exchange Inc,11,United States,North America,Finance
Diamond Foods Inc,1,United States,North America,Consumer Non-Durables
NeuStar Inc,7,United States,North America,Telecommunication
Zongshen PEM Power Systems Inc,2,Canada,North America,Consumer Durables
ITC Holdings Corp,8,United States,North America,Utilities
HemoSense Inc,10,United States,North America,Healthcare
Everi Holdings Inc,11,United States,North America,Finance
Advanced Analogic Technologies Inc,6,United States,North America,Business Equipment & Software
Propex Inc,1,United States,North America,Consumer Non-Durables
ev3 Inc,10,United States,North America,Healthcare
CryoCor Inc,10,United States,North America,Healthcare
Cooper-Standard Holdings Inc,2,United States,North America,Consumer Durables
GTT Communications Inc,7,United States,North America,Telecommunication
Spansion Inc,6,United States,North America,Business Equipment & Software
WorldSpace Inc,7,United States,North America,Telecommunication
Novik Inc,3,Canada,North America,Manufacturing
Net Element Inc,6,United States,North America,Business Equipment & Software
Square 1 Financial Inc,11,United States,North America,Finance
Pike Corp,12,United States,North America,Other
Maidenform Brands Inc,1,United States,North America,Consumer Non-Durables
Coley Pharmaceutical Group Inc,10,United States,North America,Healthcare
AtriCure Inc,10,United States,North America,Healthcare
MWI Veterinary Supply Inc,9,United States,North America,Wholesale & Retail
Innovative Card Technologies Inc.,6,United States,North America,Business Equipment & Software
Web.com Group Inc,6,United States,North America,Business Equipment & Software
Advanced Life Sciences Holdings Inc,10,United States,North America,Healthcare
Avalon Pharmaceuticals Inc,10,United States,North America,Healthcare
Superior Well Services Inc,4,United States,North America,Energy
Rexahn Pharmaceuticals Inc,10,United States,North America,Healthcare
TRX Inc,6,United States,North America,Business Equipment & Software
Global Partners LP,9,United States,North America,Wholesale & Retail
Alon USA Energy Inc,4,United States,North America,Energy
Technology Spectrum Inc,9,United States,North America,Wholesale & Retail
Dresser-Rand Group Inc,3,United States,North America,Manufacturing
Cytosorbents Corp,10,United States,North America,Healthcare
Hoku Corp,6,United States,North America,Business Equipment & Software
Volcom Inc,1,United States,North America,Consumer Non-Durables
PepperBall Technologies Inc,6,United States,North America,Business Equipment & Software
Cotinga Pharmaceuticals Inc,10,United States,North America,Healthcare
Gentium SPA,10,Italy,Europe,Healthcare
Welichem Biotech Inc,10,Canada,North America,Healthcare
Cimpress NV,12,Netherlands,Europe,Other
API Technologies Corp,6,United States,North America,Business Equipment & Software
Omega Flex Inc,3,United States,North America,Manufacturing
eAcceleration Corp,6,United States,North America,Business Equipment & Software
Silicon Motion Technology Corp,6,"Hong Kong, SAR China",Asia Pacific,Business Equipment & Software
Medivation Inc,10,United States,North America,Healthcare
Bionovo Inc,10,United States,North America,Healthcare
Leatt Corp,1,South Africa,Other,Consumer Non-Durables
STRATA Skin Sciences Inc,10,United States,North America,Healthcare
Discovery Inc,7,United States,North America,Telecommunication
Nuvolt Corporation Inc,6,Canada,North America,Business Equipment & Software
